 广东省口腔医院," <正>广东省口腔医院于1962年建院,为广东省卫生和计划生育委员会直属三甲口腔专科医院,目前是华南地区最具规模的集医疗、教学、科研、预防于一体的口腔医疗中心,也是我国最早建立的五大口腔医院之一。广东省牙病防治指导中心设在我院,担负全省口腔疾病防治指导职责,承担中华口腔医学会、中国牙防基金会布置的科研和培训项目,是国家医师资格考试实践技能考试基地及考官培训基地。主办国内外公开发行的中华预防医学会系列杂志《广东牙病防治》。2005年成为南方医科大学(非直属)附属口腔",1
 《口腔微生态学》, <正>~~,1
 欢迎订阅 欢迎邮购 2016年全年《实用口腔医学杂志》," <正>欢迎新老读者前往当地邮局订阅2016年全年《实用口腔医学杂志》,也欢迎读者直接汇款至本刊编辑部邮购。邮发代号:52—90每册定价:15元(全年定价:90元)地址:西安市长乐西路145号第四军医大学口腔医学院《实用口腔医学杂志》编辑部,邮编:710032电话:029-83224470/84776213 E-mail:j-pr-s@fmmu.edu.cn网址:sykqyxzz.paperopen.com",1
 《口腔颌面修复学杂志》2015年征稿征订," <正>《口腔颌面修复学杂志》由首都医科大学附属北京口腔医院、解放军总医院主办,口腔医学专家王邦康教授、刘洪臣教授主编。是国内目前唯一关于口腔修复学的专业杂志。现为双月刊,单月出刊,国内外发行,邮发代号:2-424。每本定价10元,全年60元。全彩色印刷。《口腔颌面修复学杂志》被科技部列入中国科技论文统计源期刊(中国科技核心期刊),并为中文科技期刊数据库(SWIC)源期刊,中国学术期刊综合评价数据库源期刊,中国核心期刊(遴选)数据库源期刊。",1
 《口腔颌面修复学杂志》2015年征稿征订," <正>《口腔颌面修复学杂志》由首都医科大学附属北京口腔医院、解放军总医院主办,口腔医学专家王邦康教授、刘洪臣教授主编。是国内目前唯一关于口腔修复学的专业杂志。现为双月刊,单月出刊,国内外发行,邮发代号:2-424。每本定价10元,全年60元。全彩色印刷。《口腔颌面修复学杂志》被科技部列入中国科技论文统计源期刊(中国科技核心期刊),并为中文科技期刊数据库(SWIC)源期刊,中国学术期刊综合评价数据库源期刊,中国核心期刊(遴选)数据库源期刊。",1
 《口腔颌面外科杂志》官方微信开通," <正>《口腔颌面外科杂志》已开通了官方微信订阅号。作为新媒体时代的交流平台,本微信订阅号为大家提供我刊投稿须知,每期目录、摘要等相关信息,并能在线浏览杂志官网网站。欢迎广大口腔医师关注!请扫描下方的二维码,或是搜索公众号""口腔颌面外科杂志""均可关注到我们!",1
 《口腔颌面外科杂志》2015年征稿、征订启事," <正>《口腔颌面外科杂志》是我国口腔颌面外科领域最早的一本专业性学术期刊。由中华人民共和国教育部主管,同济大学主办。期刊标准连续出版物号为CN 31-1671/R,ISSN 1005-4979。本刊坚持理论与实践相结合,设有专家论坛、基础研究、临床研究、口腔种植学研究、临床总结、综述、病例报告等栏目。除专家论坛以约稿为主外,其余栏目均欢迎自由来稿。并新增""口腔医学教育""栏目,刊登我国口腔医学教育的改革及成果,欢迎从事口腔医学教育的老师投稿。",1
 欢迎订阅 欢迎邮购2015年全年《实用口腔医学杂志》," <正>欢迎新老读者前往当地邮局订阅2015年全年《实用口腔医学杂志》,也欢迎读者直接汇款至本刊编辑部邮购。邮发代号:52—90每册定价:15元(全年定价:90元)地址:西安市长乐西路145号第四军医大学口腔医学院《实用口腔医学杂志》编辑部,邮编:710032电话:029-83224470/84776213 E-mail:j-pr-s@fmmu.edu.cn网址:sykqyxzz.paperopen.com",1
 《口腔颌面修复学杂志》征稿征订," <正>《口腔颌面修复学杂志》由首都医科大学附属北京口腔医院、解放军总医院主办,口腔医学专家王邦康教授、刘洪臣教授主编,是国内关于口腔修复学的专业杂志。现为双月刊,单月出刊,国内外发行,邮发代号:2-242,每本定价10元,全年60元。全彩色印刷。《口腔颌面修复学杂志》为中国科技论文统计源期刊",1
 《口腔颌面外科杂志》2015年征稿、征订启事," <正>《口腔颌面外科杂志》是我国口腔颌面外科领域最早的一本专业性学术期刊。由中华人民共和国教育部主管,同济大学主办。期刊标准连续出版物号为CN 31-1671/R,ISSN 1005-4979。本刊坚持理论与实践相结合,设有专家论坛、基础研究、临床研究、口腔种植学研究、临床总结、综述、病例报告等栏目。除专家论坛以约稿为主外,其余栏目均欢迎自由来稿。并新增""口腔医学教育""栏目,刊登我国口腔医学教育的改革及成果,欢迎从事口腔医学教育的老师投稿。",1
 《口腔颌面外科杂志》官方微信开通," <正>《口腔颌面外科杂志》已开通了官方微信订阅号。作为新媒体时代的交流平台,本微信订阅号为大家提供我刊投稿须知、每期目录和摘要等相关信息,并能在线浏览杂志官方网站。欢迎广大口腔医师关注!请扫描下方的二维码,或是搜索公众号""口腔颌面外科杂志""均可关注到我们!",1
 欢迎订阅 欢迎邮购 2015年全年《实用口腔医学杂志》," <正>欢迎新老读者前往当地邮局订阅2015年全年《实用口腔医学杂志》,也欢迎读者直接汇款至本刊编辑部邮购。邮发代号:52—90每册定价:15元(全年定价:90元)地址:西安市长乐西路145号第四军医大学口腔医学院《实用口腔医学杂志》编辑部,邮编:710032电话:029-83224470/84776213 E-mail:j-pr-s@fmmu.edu.cn网址:sykqyxzz.paperopen.com",1
 河北医科大学口腔医学院、口腔医院," <正>河北医科大学口腔医学院前身是1978年开始招收口腔医学专业本科的河北医学院口腔医学系。1992年批准成立""河北医学院附属口腔医院"",同时称河北省口腔医院。1996年成立河北医科大学口腔医学院,实行河北医科大学口腔医学院,河北医科大学口腔医院,河北省口腔医院三位一体的管",1
 《口腔颌面外科杂志》2015年征稿、征订启事," <正>《口腔颌面外科杂志》是我国口腔颌面外科领域最早的一本专业性学术期刊。由中华人民共和国教育部主管,同济大学主办。期刊标准连续出版物号为CN 31-1671/R,ISSN 1005-4979。本刊坚持理论与实践相结合,设有专家论坛、基础研究、临床研究、口腔种植学研究、临床总结、综述、病例报告等栏目。除专家论坛以约稿为主外,其余栏目均欢迎自由来稿。并新增""口腔医学教育""栏目,刊登我国口腔医学教育的改革及成果,欢迎从事口腔医学教育的老师投稿。",1
 《口腔颌面外科杂志》官方微信开通," <正>《口腔颌面外科杂志》已开通了官方微信订阅号。作为新媒体时代的交流平台,本微信订阅号为大家提供我刊投稿须知、每期目录和摘要等相关信息,并能在线浏览杂志官方网站。欢迎广大口腔医师关注!请扫描下方的二维码,或是搜索公众号""口腔颌面外科杂志""均可关注到我们!",1
 欢迎订阅 欢迎邮购 2015年全年《实用口腔医学杂志》," <正>欢迎新老读者前往当地邮局订阅2015年全年《实用口腔医学杂志》,也欢迎读者直接汇款至本刊编辑部邮购。邮发代号:52—90每册定价:15元(全年定价:90元)地址:西安市长乐西路145号第四军医大学口腔医学院《实用口腔医学杂志》编辑部,邮编:710032电话:029-83224470/84776213 E-mail:j-pr-s@fmmu.edu.cn网址:sykqyxzz.paperopen.com",1
 《口腔颌面修复学杂志》征稿征订," <正>《口腔颌面修复学杂志》由首都医科大学附属北京口腔医院、解放军总医院主办,口腔医学专家王邦康教授、刘洪臣教授主编,是国内关于口腔修复学的专业杂志。现为双月刊,单月出刊,国内外发行,邮发代号:2-242,每本定价1 0元,全年60元。全彩色印刷o《口腔颌面修复学杂志》为中国科技论文统计源期刊(中国科技核心期刊),并为中文科技期刊数据库(SWIC)、中国学术期刊综合评价数据库及中国核心期刊(遴选)数据库源期刊。",1
 《口腔临床CBCT影像诊断学》出版发行," <正>随着口腔锥形束CT(CBCT)的飞速发展和应用,CBCT的诊断成为广大口腔医生迫切希望了解的内容,然而CBCT的书籍屈指可数,所以普及CBCT的知识是口腔临床迫切的任务。由四川大学华西口腔医学院王虎、郑广宁教授主编的《口腔临床CBCT影像诊断学》于2014年11月由人民卫生出版社正式出版发行,此书满足了广大口腔临床医学工作者对CBCT影像诊断的使用需求,还可以作为口腔医学院校教材使",1
 嚼口香糖10min去除1亿口腔细菌," <正>美国《公共科学图书馆·综合》杂志刊登的1项新研究发现,常嚼口香糖有助于去除口腔有害菌。仅仅嚼1片口香糖10min,就可去除1亿个口腔细菌(占唾液细菌的10%)。科学家发现,嚼口香糖30s,其去除口腔有害菌的作用最大,之后去菌作用会逐渐减弱。新研究还发现,只有无糖口香糖才能有效除菌。而含糖口香糖则起到相反的作用,因为口香糖中的糖分会成为口腔细菌的""美食""。科学家表示,嚼口",1
 《口腔颌面外科杂志》2015年征稿、征订启事," <正>《口腔颌面外科杂志》是我国口腔颌面外科领域最早的一本专业性学术期刊。由中华人民共和国教育部主管,同济大学主办。期刊标准连续出版物号为CN 31-1671/R,ISSN 1005-4979。本刊坚持理论与实践相结合,设有专家论坛、基础研究、临床研究、口腔种植学研究、临床总结、综述、病例报告等栏目。除专家论坛以约稿为主外,其余栏目均欢迎自由来稿。并新增""口腔医学教育""栏目,刊登我国口腔医学教育的改革及成果,欢迎从事口腔医学教育的老师投稿。",1
 欢迎订阅 欢迎邮购 2015年全年《实用口腔医学杂志》," <正>欢迎新老读者前往当地邮局订阅2015年全年《实用口腔医学杂志》,也欢迎读者直接汇款至本刊编辑部邮购。邮发代号:52—90每册定价:15元(全年定价:90元)地址:西安市长乐西路145号第四军医大学口腔医学院《实用口腔医学杂志》编辑部,邮编:710032电话:029-83224470/84776213 E-mail:j-pr-s@fmmu.edu.cn网址:sykqyxzz.paperopen.com",1
 关于《口腔医学研究》启用在线投稿系统的启事," <正>《口腔医学研究》杂志网址为www.kqyxyj.com,网站主要包括投稿与查询系统、编辑加工系统、专家远程审稿系统3部分。作者可以通过网站投稿并查询稿件处理情况,审稿专家可实现网上审稿。作者投稿的步骤:登录《口腔医学研究》网站→点击左侧""作者投稿系统""→注册→填写个人资料→登陆""作者投稿系统""",1
 吉林大学口腔医(学)院/吉林省口腔医院," <正>1.1994年与美国哥伦比亚大学携手共建国内较早的专业化种植中心之一;2.吉林省内唯一具有完整建制以博士为主体、国内领先水平的专业化种植团队,拥有教授、副教授、主治医师、副主任护师、护师等共21人,周延民教授曾获""吉林大学十大名医""、""吉林大学白求恩十大名医""等荣誉称号;3.中华口腔医学会口腔种植专业委员会副主任委员单位、吉林省口腔医学会会长单位、吉林省口腔种植专业委员会主任委员单位、《中国实用口腔科杂",1
 关于《口腔医学研究》启用在线投稿系统的启事," <正>《口腔医学研究》杂志网址为www.kqyxyj.com,网站主要包括投稿与查询系统、编辑加工系统、专家远程审稿系统3部分。作者可以通过网站投稿并查询稿件处理情况,审稿专家可实现网上审稿。作者投稿的步骤:登录《口腔医学研究》网站→点击左侧""作者投稿系统""→注册→填写个人资料→登陆""作者投稿系统""即可。初次注册可能需要花费一定时间,但注册成功后投稿和查询便可节约大量时间和精力,今后投稿无需再次注册。",1
 《口腔颌面—头颈部肿瘤生物学》出版," <正>近日,《口腔颌面-头颈部肿瘤生物学》一书由上海交通大学出版社正式出版,面向国内外公开发行。该书共约90万字,大16开,全彩、精装,每册定价180元。该书是近年来国内出版的最全面系统介绍口腔颌面-头颈部肿瘤生物学研究及进展的专著。该书由上海交通大学医学院附属第九人民医院陈万涛教授担任主编,由来自全国12所著名医学院校的专家教授担任",1
 《北京口腔医学》杂志电子邮箱变更通知," 因中国雅虎邮箱停止服务,本刊编辑部已更换新邮箱,新邮箱为:bjkqyx@126.com,欢迎投稿,谢谢您的支持。",1
 吉林大学口腔医(学)院/吉林省口腔医院," <正>1.1994年与美国哥伦比亚大学携手共建国内较早的专业化种植中心之一;2.吉林省内唯一具有完整建制以博士为主体、国内领先水平的专业化种植团队,拥有教授、副教授、主治医师、副主任护师、护师等共21人,周延民教授曾获""吉林大学十大名医""、""吉林大学白求恩十大名医""等荣誉称号;3.中华口腔医学会口腔种植专业委员会副主任委员单位、吉林省口腔医学会会长单位、吉林省口腔种植专业委员会主任委员单位、《中国实用口腔科杂志》副主编单位;",1
 《华西口腔医学杂志》2016年征订启事," <正>《华西口腔医学杂志》是由教育部主管、四川大学主办的口腔医学专业性学术期刊。报道我国口腔医学工作者在防病治病、科学研究、教学等工作中取得的经验、科研成果、技术革新、学术动态等。报道形式包括专家论坛、基础研究、临床研究、专栏论著、病例报告、方法介绍、消息等栏目,供从事口腔医学及相",1
 关于《中华口腔医学研究杂志(电子版)》在国家新闻出版广电总局的查询说明," <正>《中华口腔医学研究杂志(电子版)》行业管理归口部门为国家新闻出版广电总局(原新闻出版总署)出版管理司,在国家新闻出版广电总局(原新闻出版总署)网站查询方法:首页(http://www.gapp.gov.cn/)""办事服务""→""便民查询""→""新闻出版机构查询""→""连续型电子期刊"",""期刊名称""输入我刊名称。",1
 《口腔颌面-头颈部肿瘤生物学》出版," <正>近日,《口腔颌面-头颈部肿瘤生物学》一书由上海交通大学出版社正式出版,面向国内外公开发行。该书共约90万字,大16开,全彩、精装,每册定价180元。该书是近年来国内出版的最全面系统介绍口腔颌面-头颈部肿瘤生物学研究及进展的专著。该书由上海交通大学医学院附属第九人民医院陈万涛教授担任主编,由来自全国12所著名医学院校的专家教授担任编委,专家来自口",1
 吉林大学口腔医(学)院/吉林省口腔医院," <正>1.1994年与美国哥伦比亚大学携手共建国内较早的专业化种植中心之一;2.吉林省内唯一具有完整建制以博士为主体、国内领先水平的专业化种植团队,拥有教授、副教授、主治医师、副主任护师、护师等共21人,周延民教授曾获""吉林大学十大名医""、""吉林大学白求恩十大名医""等荣誉称号;3.中华口腔医学会口腔种植专业委员会副主任委员单位、吉林省口腔医学会会长单位、吉林省口腔种植专业委员会主任委员单位、《中国实用口腔科杂志》副主编单位;",1
 关于《中华口腔医学研究杂志(电子版)》在国家新闻出版广电总局的查询说明," <正>《中华口腔医学研究杂志(电子版)》行业管理归口部门为国家新闻出版广电总局(原新闻出版总署)出版管理司,在国家新闻出版广电总局(原新闻出版总署)网站查询方法:首页(http://www.gapp.gov.cn/)""办事服务""→""便民查询""→""新闻出版机构查询""→""连续型电子期刊"",""期刊名称""输入我刊名称。",1
 欢迎订阅2015年《口腔医学研究》杂志," <正>《口腔医学研究》为武汉大学口腔医学院主办、国内外公开发行的口腔医学专业学术期刊。是科技部中国科技论文统计源期刊(中国科技核心期刊),《中文核心期刊要目总览》第5版核心期刊,美国《化学文摘》、俄罗斯《文摘杂志》、波兰《哥白尼索",1
 欢迎订阅2015年《口腔医学研究》杂志," <正>《口腔医学研究》为武汉大学口腔医学院主办、国内外公开发行的口腔医学专业学术期刊。是科技部中国科技论文统计源期刊(中国科技核心期刊),《中文核心期刊要目总览》第5版核心期刊,美国《化学文摘》、俄罗斯《文摘杂志》、波兰《哥白尼索引》(国际医学科学数据库)收录期刊。",1
 吉林大学口腔医(学)院/吉林省口腔医院," <正>口腔种植科1.1994年与美国哥伦比亚大学携手共建国内较早的专业化种植中心之一;2.吉林省内唯一具有完整建制以博士为主体、国内领先水平的专业化种植团队,拥有教授、副教授、主治医师、副主任护师、护师等共21人,周延民教授曾获""吉林大学十大名医""、""吉林大学白求恩十大名医""等荣誉称号;3.中华口腔医学会口腔种植专业委员会副主任委员单位、吉林省口腔医学会会长单位、吉林省口腔种植专业委员会主任委员单位、《中国实用口腔科杂志》副主编单位;",1
 关于《中华口腔医学研究杂志(电子版)》在国家新闻出版广电总局的查询说明," <正>《中华口腔医学研究杂志(电子版)》行业管理归口部门为国家新闻出版广电总局(原新闻出版总署)出版管理司,在国家新闻出版广电总局(原新闻出版总署)网站查询方法:首页(http://www.gapp.gov.cn/)""办事服务""→""便民查询""→""新闻出版机构查询""→""连续型电子期刊"",""期刊名称""输入我刊名称。",1
 欢迎订阅2015年《口腔医学研究》杂志," <正>《口腔医学研究》为武汉大学口腔医学院主办、国内外公开发行的口腔医学专业学术期刊。是科技部中国科技论文统计源期刊(中国科技核心期刊),《中文核心期刊要目总览》第5版核心期刊,美国《化学文摘》、俄罗斯《文摘杂志》、波兰《哥白尼索",1
 关于《口腔医学研究》启用在线投稿系统的启事," <正>《口腔医学研究》杂志网址为www.kqyxyj.com,网站主要包括投稿与查询系统、编辑加工系统、专家远程审稿系统3部分。作者可以通过网站投稿并查询稿件处理情况,审稿专家可实现网上审稿。作者投稿的步骤:登录《口腔医学研究》网站→点击左侧""作者投稿系统""→注册→填写个人资料→登陆""作者投稿系统""",1
 关于《中华口腔医学研究杂志(电子版)》在国家新闻出版广电总局的查询说明," <正>《中华口腔医学研究杂志(电子版)》行业管理归口部门为国家新闻出版广电总局(原新闻出版总署)出版管理司,在国家新闻出版广电总局(原新闻出版总署)网站查询方法:首页(http://www.gapp.gov.cn/)""办事服务""→""便民查询""→""新闻出版机构查询""→""连续型电子期刊"",""期刊名称""输入我刊名称。",1
 关于《口腔医学研究》启用在线投稿系统的启事," <正>《口腔医学研究》杂志网址为www.kqyxyj.com,网站主要包括投稿与查询系统、编辑加工系统、专家远程审稿系统3部分。作者可以通过网站投稿并查询稿件处理情况,审稿专家可实现网上审稿。作者投稿的步骤:登录《口腔医学研究》网站→点击左侧""作者投稿系统""→注册→填写个人资料→登陆""作者投稿系统""即可。初次注册可能需要花费一定时间,但注册成功后投稿和查询便可节约大量时间和精力,今后投稿无需再次注册。",1
 欢迎订阅2015年《口腔医学研究》杂志," <正>《口腔医学研究》为武汉大学口腔医学院主办、国内外公开发行的口腔医学专业学术期刊。是科技部中国科技论文统计源期刊(中国科技核心期刊),《中文核心期刊要目总览》第5版核心期刊,美国《化学文摘》、俄罗斯《文摘杂志》、波兰《哥白尼索",1
 欢迎订阅2015年《口腔医学研究》杂志," <正>《口腔医学研究》为武汉大学口腔医学院主办、国内外公开发行的口腔医学专业学术期刊。是科技部中国科技论文统计源期刊(中国科技核心期刊),《中文核心期刊要目总览》第5版核心期刊,美国《化学文摘》、俄罗斯《文摘杂志》、波兰《哥白尼索引》(国际医学科学数据库)收录期刊。",1
 《口腔颌面外科杂志》2014年度优秀审稿专家名单," <正>《口腔颌面外科杂志》在各位编委的长期关心与支持下,在稿件质量、出版质量上都取得了长足的进步。现根据2014年""总审稿篇数(5篇以上)、平均审稿天数(2周以内)、审稿质量、出席定稿会情况(3次以上)""等综合评选,获评""《口腔颌面外科杂志》2014年度优秀审稿专家""的名单如下(姓氏笔画顺序):王佐林、邓春富、卢利、孙瑶、李涛、吕春堂、张瑛、张斌、何家才、邹德荣、谷志远、周诺、姜晓钟、顾晓明、黄欣、黄洪章、常晓峰、",1
 举办2015年口腔科学继续教育讲座通知," <正>首都医科大学附属北京口腔医院教育处主办的北京市级继续医学教育项目《2015年口腔科学继续教育讲座》(项目编号为2015-08-05-002(京))定于2015年3月至4月举行,欢迎北京市各单位口腔科相关专业的继续教育对象报名参加。讲座安排每周三下午3:00开课,共6次。3月11日2点现场报名。地址:北京口腔医院多功能厅。报",1
 广东省医院协会口腔医疗管理分会召开常务会议暨医院管理研讨会," <正>广东省医院协会口腔医疗管理分会于2014年12月19日在广州南方医院召开了口腔医疗管理分会常委会议暨医院管理研讨会。讨论了分会2015年工作计划,通过了增补分会委员和常委名单,以及先进个人推选名单。南方医科大学口腔医学院吴补领院长从临床、科研、教学、人才培养方面介绍了如何打造专科(学科)特色品牌要点",1
 《华西口腔医学杂志》2015年征订启事," <正>《华西口腔医学杂志》是由教育部主管、四川大学主办的口腔医学专业性学术期刊。1983年创刊,主要报道我国口腔医学工作者在防病治病、科学研究、教学等工作中取得的经验、科研成果、技术革新、学术动态等。报道形式包括专家论坛、基础研究、临床研究、专栏论著、病例报告、方法介绍、消息等栏目,可供从事口腔医学及相关学科的临床医务人员、教学、科研、情报人员及口腔医学专业的学生阅读。《华西口腔医学杂志》2010—2014年的影响因子连续位居国内口腔科学类期刊第1名(《中国学术期刊",1
 华西口腔医学院编辑部荣获四川大学2013—2014年度“先进集体”荣誉称号," <正>2014年9月10日,在四川大学望江校区明德楼414会议室举行了庆祝第30个教师节暨2013—2014年度""先进集体、先进个人""表彰大会。全体在校校领导、校长助理,各部处、各学院负责人,获奖教师、教育工作者、医务工作者以及各学院人事干事和学生代表参加了表彰大会,校党委书记杨泉明教授主持大会,校长谢和平院士在会上讲话并对获奖老师表示祝贺。此次会议共表彰了全校15个先进集体、95名优秀教职工和优秀医务工作者,华西口腔医学院编辑部荣获四川大学2013—2014年度""先进集体""荣誉称号。会上,编",1
